gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,costat,ggroup,gind,gsector,gsubind,naics,sic
001004,20200531,2019,INDL,C,D,STD,AIR,AAR CORP,USD,A,2010,201010,20,20101010,423860,5080
001045,20191231,2019,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,A,2030,203020,20,20302010,481111,4512
001050,20191231,2019,INDL,C,D,STD,CECE,CECO ENVIRONMENTAL CORP,USD,A,2020,202010,20,20201050,333413,3564
001075,20191231,2019,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,A,5510,551010,55,55101010,2211,4911
001076,20191231,2019,INDL,C,D,STD,PRG,PROG HOLDINGS INC,USD,A,4020,402020,40,40202010,522220,6141
001078,20191231,2019,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,A,3510,351010,35,35101010,334510,3845
001161,20191231,2019,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,A,4530,453010,45,45301020,334413,3674
001209,20190930,2019,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,A,1510,151010,15,15101040,325120,2810
001230,20191231,2019,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,A,2030,203020,20,20302010,481111,4512
001234,20191231,2019,INDL,C,D,STD,ATRI,ATRION CORP,USD,A,3510,351010,35,35101020,339112,3841
001254,20191231,2019,INDL,C,D,STD,MATX,MATSON INC,USD,A,2030,203030,20,20303010,483113,4400
001257,20191231,2019,INDL,C,D,STD,ALX,ALEXANDER'S INC,USD,A,6010,601010,60,60101070,531120,6798
001266,20190930,2019,INDL,C,D,STD,ALCO,ALICO INC,USD,A,3020,302020,30,30202010,111310,0100
001274,20191231,2019,INDL,C,D,STD,Y,ALLEGHANY CORP,USD,A,4030,403010,40,40301050,524126,6331
001300,20191231,2019,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,A,2010,201050,20,20105010,336413,9997
001327,20190930,2019,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,A,4530,453010,45,45301020,334413,3674
001380,20191231,2019,INDL,C,D,STD,HES,HESS CORP,USD,A,1010,101020,10,10102020,2111,1311
001393,20200331,2019,INDL,C,D,STD,UHAL,AMERCO,USD,A,2030,203040,20,20304020,532120,7510
001410,20191031,2019,INDL,C,D,STD,ABM,ABM INDUSTRIES INC,USD,A,2020,202010,20,20201050,561720,7340
001414,20191231,2019,INDL,C,D,STD,PRI,PRIMERICA INC,USD,A,4030,403010,40,40301020,524113,6311
001439,20191231,2019,INDL,C,D,STD,ECOL,US ECOLOGY INC,USD,A,2020,202010,20,20201050,562211,4955
001440,20191231,2019,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,A,5510,551010,55,55101010,2211,4911
001447,20191231,2019,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,A,4020,402020,40,40202010,522210,6141
001449,20191231,2019,INDL,C,D,STD,AFL,AFLAC INC,USD,A,4030,403010,40,40301020,524114,6321
001487,20191231,2019,INDL,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,A,4030,403010,40,40301030,524126,6331
001526,20191231,2019,INDL,C,D,STD,ANAT,AMERICAN NATIONAL GROUP INC,USD,A,4030,403010,40,40301030,524113,6311
001562,20200430,2019,INDL,C,D,STD,AMSWA,AMERICAN SOFTWARE  -CL A,USD,A,4510,451030,45,45103010,511210,7372
001585,20191231,2019,INDL,C,D,STD,AVD,AMERICAN VANGUARD CORP,USD,A,1510,151010,15,15101030,325320,2870
001598,20191231,2019,INDL,C,D,STD,AME,AMETEK INC,USD,A,2010,201040,20,20104010,334513,3823
001602,20191231,2019,INDL,C,D,STD,AMGN,AMGEN INC,USD,A,3520,352010,35,35201010,325414,2836
001632,20191031,2019,INDL,C,D,STD,ADI,ANALOG DEVICES,USD,A,4530,453010,45,45301020,334413,3674
001659,20191231,2019,INDL,C,D,STD,ANDE,ANDERSONS INC,USD,A,3010,301010,30,30101020,424510,5150
001661,20191231,2019,INDL,C,D,STD,NBR,NABORS INDUSTRIES LTD,USD,A,1010,101010,10,10101010,213111,1381
001678,20191231,2019,INDL,C,D,STD,APA,APA CORP,USD,A,1010,101020,10,10102020,2111,1311
001686,20200229,2019,INDL,C,D,STD,APOG,APOGEE ENTERPRISES INC,USD,A,2010,201020,20,20102010,332321,3442
001690,20190930,2019,INDL,C,D,STD,AAPL,APPLE INC,USD,A,4520,452020,45,45202030,334220,3663
001704,20191031,2019,INDL,C,D,STD,AMAT,APPLIED MATERIALS INC,USD,A,4530,453010,45,45301010,333242,3559
001706,20190831,2019,INDL,C,D,STD,EPAC,ENERPAC TOOL GROUP CORP,USD,A,2010,201060,20,20106020,333132,3533
001712,20191231,2019,INDL,C,D,STD,TREC,TRECORA RESOURCES,USD,A,1510,151010,15,15101010,324110,2911
001722,20191231,2019,INDL,C,D,STD,ADM,ARCHER-DANIELS-MIDLAND CO,USD,A,3020,302020,30,30202010,31122,2070
001743,20191231,2019,INDL,C,D,STD,ARCB,ARCBEST CORP,USD,A,2030,203040,20,20304020,484122,4213
001773,20191231,2019,INDL,C,D,STD,ARW,ARROW ELECTRONICS INC,USD,A,4520,452030,45,45203030,423690,5065
001794,20190930,2019,INDL,C,D,STD,ASH,ASHLAND GLOBAL HOLDINGS INC,USD,A,1510,151010,15,15101050,3252,2820
001823,20191231,2019,INDL,C,D,STD,ATRO,ASTRONICS CORP,USD,A,2010,201010,20,20101010,336320,3640
001864,20200131,2019,INDL,C,D,STD,REX,REX AMERICAN RESOURCES CORP,USD,A,1010,101020,10,10102030,325193,2860
001878,20200131,2019,INDL,C,D,STD,ADSK,AUTODESK INC,USD,A,4510,451030,45,45103010,519130,7370
001891,20190630,2019,INDL,C,D,STD,ADP,AUTOMATIC DATA PROCESSING,USD,A,4510,451020,45,45102020,518210,7374
001913,20191231,2019,INDL,C,D,STD,AVY,AVERY DENNISON CORP,USD,A,1510,151030,15,15103020,322220,2670
001919,20190630,2019,INDL,C,D,STD,AVT,AVNET INC,USD,A,4520,452030,45,45203030,423690,5065
001926,20200229,2019,INDL,C,D,STD,AZZ,AZZ INC,USD,A,2010,201040,20,20104020,335122,3640
001949,20191231,2019,INDL,C,D,STD,BRT,BRT APARTMENTS CORP,USD,A,6010,601010,60,60101060,531110,6798
001968,20191231,2019,INDL,C,D,STD,BMI,BADGER METER INC,USD,A,4520,452030,45,45203010,334514,3824
001979,20191231,2019,INDL,C,D,STD,BCPC,BALCHEM CORP  -CL B,USD,A,1510,151010,15,15101050,325412,2834
001982,20191231,2019,INDL,C,D,STD,PTVCB,PROTECTIVE INSURANCE CORP,USD,A,4030,403010,40,40301040,524126,6331
001988,20191231,2019,INDL,C,D,STD,BLL,BALL CORP,USD,A,1510,151030,15,15103010,332431,3411
002002,20191231,2019,INDL,C,D,STD,BPOP,POPULAR INC,USD,A,4010,401010,40,40101015,522110,6020
002005,20191231,2019,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,USD,A,4010,401010,40,40101015,522110,6020
002019,20191231,2019,INDL,C,D,STD,BK,BANK OF NEW YORK MELLON CORP,USD,A,4020,402030,40,40203010,522110,6020
002049,20191231,2019,INDL,C,D,STD,B,BARNES GROUP INC,USD,A,2010,201060,20,20106020,332613,3490
002086,20191231,2019,INDL,C,D,STD,BAX,BAXTER INTERNATIONAL INC,USD,A,3510,351010,35,35101010,325412,2834
002101,20190630,2019,INDL,C,D,STD,AIT,APPLIED INDUSTRIAL TECH INC,USD,A,2010,201070,20,20107010,423830,5080
002111,20190930,2019,INDL,C,D,STD,BDX,BECTON DICKINSON & CO,USD,A,3510,351010,35,35101010,339112,3841
002124,20191231,2019,INDL,C,D,STD,BELFB,BEL FUSE INC,USD,A,4520,452030,45,45203015,334416,3677
002136,20191231,2019,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,A,5010,501010,50,50101020,517312,4812
002184,20200131,2019,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,A,2550,255040,25,25504020,443142,5731
002220,20191231,2019,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,A,3520,352030,35,35203010,334516,3826
002259,20191231,2019,INDL,C,D,STD,BKH,BLACK HILLS CORP,USD,A,5510,551030,55,55103010,2211,4911
002269,20200430,2019,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,A,2530,253020,25,25302020,541213,7200
002285,20191231,2019,INDL,C,D,STD,BA,BOEING CO,USD,A,2010,201010,20,20101010,336411,3721
002312,20191231,2019,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,A,2020,202020,20,20202010,561320,7363
002352,20190731,2019,INDL,C,D,STD,BRC,BRADY CORP,USD,A,2020,202010,20,20201010,339950,3990
002403,20191231,2019,INDL,C,D,STD,BMY,BRISTOL-MYERS SQUIBB CO,USD,A,3520,352020,35,35202010,325412,2834
002436,20200131,2019,INDL,C,D,STD,CAL,CALERES INC,USD,A,2550,255040,25,25504010,316210,3140
002444,20191231,2019,INDL,C,D,STD,BC,BRUNSWICK CORP,USD,A,2520,252020,25,25202010,333618,3510
002448,20191231,2019,INDL,C,D,STD,MTRN,MATERION CORP,USD,A,1510,151040,15,15104020,331410,3330
002497,20191231,2019,INDL,C,D,STD,MTZ,MASTEC INC,USD,A,2010,201030,20,20103010,237130,1623
002504,20191231,2019,INDL,C,D,STD,UIS,UNISYS CORP,USD,A,4510,451020,45,45102010,541512,7373
002536,20200331,2019,INDL,C,D,STD,RAMP,LIVERAMP HOLDINGS INC,USD,A,4510,451020,45,45102010,519130,7370
002547,20191231,2019,INDL,C,D,STD,CI,CIGNA CORP,USD,A,3510,351020,35,35102015,524114,6324
002558,20191231,2019,INDL,C,D,STD,CNA,CNA FINANCIAL CORP,USD,A,4030,403010,40,40301040,524126,6331
002574,20191231,2019,INDL,C,D,STD,CSX,CSX CORP,USD,A,2030,203040,20,20304010,482111,4011
002577,20191231,2019,INDL,C,D,STD,CTS,CTS CORP,USD,A,4520,452030,45,45203020,33441,3670
002578,20191231,2019,INDL,C,D,STD,TLS,TELOS CORP/MD,USD,A,4510,451030,45,45103020,541512,7373
002593,20190930,2019,INDL,C,D,STD,CBT,CABOT CORP,USD,A,1510,151010,15,15101010,325180,2890
002596,20190630,2019,INDL,C,D,STD,CACI,CACI INTL INC  -CL A,USD,A,2020,202020,20,20202020,541512,7373
002615,20200229,2019,INDL,C,D,STD,CAMP,CALAMP CORP,USD,A,4520,452010,45,45201020,334220,3663
002628,20191231,2019,INDL,C,D,STD,CWT,CALIFORNIA WATER SERVICE GP,USD,A,5510,551040,55,55104010,221310,4941
002663,20190731,2019,INDL,C,D,STD,CPB,CAMPBELL SOUP CO,USD,A,3020,302020,30,30202030,311422,2030
002710,20200229,2019,INDL,C,D,STD,STZ,CONSTELLATION BRANDS,USD,A,3020,302010,30,30201020,312120,2082
002751,20190630,2019,INDL,C,D,STD,CAH,CARDINAL HEALTH INC,USD,A,3510,351020,35,35102010,424210,5122
002771,20191231,2019,INDL,C,D,STD,CSL,CARLISLE COS INC,USD,A,2010,201050,20,20105010,324122,2950
002787,20190630,2019,INDL,C,D,STD,CRS,CARPENTER TECHNOLOGY CORP,USD,A,1510,151040,15,15104050,331110,3312
002807,20200430,2019,INDL,C,D,STD,CASY,CASEYS GENERAL STORES INC,USD,A,3010,301010,30,30101030,447110,5412
002817,20191231,2019,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,A,2010,201060,20,20106010,333120,3531
002818,20200131,2019,INDL,C,D,STD,CATO,CATO CORP  -CL A,USD,A,2550,255040,25,25504010,448120,5621
002820,20200331,2019,INDL,C,D,STD,CVCO,CAVCO INDUSTRIES INC,USD,A,2520,252010,25,25201030,321992,2452
002884,20191231,2019,INDL,C,D,STD,LUMN,LUMEN TECHNOLOGIES INC,USD,A,5010,501010,50,50101010,517311,4813
002940,20191231,2019,INDL,C,D,STD,MGLN,MAGELLAN HEALTH INC,USD,A,3510,351020,35,35102030,561110,8741
002942,20190731,2019,INDL,C,D,STD,CMD,CANTEL MEDICAL CORP,USD,A,3510,351010,35,35101010,334510,3845
002960,20191231,2019,INDL,C,D,STD,CHE,CHEMED CORP,USD,A,3510,351020,35,35102015,621610,8082
002968,20191231,2019,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,A,4010,401010,40,40101010,522110,6020
002986,20191231,2019,INDL,C,D,STD,CPK,CHESAPEAKE UTILITIES CORP,USD,A,5510,551020,55,55102010,221210,4923
002991,20191231,2019,INDL,C,D,STD,CVX,CHEVRON CORP,USD,A,1010,101020,10,10102010,324110,2911
003007,20190630,2019,INDL,C,D,STD,EAT,BRINKER INTL INC,USD,A,2530,253010,25,25301040,722511,5812
003026,20191231,2019,INDL,C,D,STD,CHD,CHURCH & DWIGHT INC,USD,A,3030,303010,30,30301010,325611,2840
003028,20191231,2019,INDL,C,D,STD,CHDN,CHURCHILL DOWNS INC,USD,A,2530,253010,25,25301010,713210,7990
003036,20191231,2019,INDL,C,D,STD,CBB,CINCINNATI BELL INC,USD,A,5010,501010,50,50101020,517311,4813
003062,20200531,2019,INDL,C,D,STD,CTAS,CINTAS CORP,USD,A,2020,202010,20,20201070,812331,7200
003105,20191231,2019,INDL,C,D,STD,IHRT,IHEARTMEDIA INC,USD,A,5020,502010,50,50201020,515112,4832
003107,20191231,2019,INDL,C,D,STD,CLF,CLEVELAND-CLIFFS INC,USD,A,1510,151040,15,15104050,331110,3310
003121,20190630,2019,INDL,C,D,STD,CLX,CLOROX CO/DE,USD,A,3030,303010,30,30301010,325612,2842
003138,20191231,2019,INDL,C,D,STD,COKE,COCA COLA CONSOLIDATED INC,USD,A,3020,302010,30,30201030,312111,2086
003144,20191231,2019,INDL,C,D,STD,KO,COCA-COLA CO,USD,A,3020,302010,30,30201030,312111,2086
003153,20191231,2019,INDL,C,D,STD,CDE,COEUR MINING INC,USD,A,1510,151040,15,15104030,21222,1040
003157,20190930,2019,INDL,C,D,STD,COHR,COHERENT INC,USD,A,4520,452030,45,45203010,334516,3826
003158,20191231,2019,INDL,C,D,STD,COHU,COHU INC,USD,A,4530,453010,45,45301010,334515,3825
003170,20191231,2019,INDL,C,D,STD,CL,COLGATE-PALMOLIVE CO,USD,A,3030,303010,30,30301010,325611,2844
003203,20190831,2019,INDL,C,D,STD,CCF,CHASE CORP,USD,A,1510,151010,15,15101050,325520,2891
003221,20191231,2019,INDL,C,D,STD,AON,AON PLC,USD,A,4030,403010,40,40301010,524210,6411
003226,20191231,2019,INDL,C,D,STD,CMCSA,COMCAST CORP,USD,A,5020,502010,50,50201030,515210,4841
003231,20191231,2019,INDL,C,D,STD,CMA,COMERICA INC,USD,A,4010,401010,40,40101015,522110,6020
003238,20191231,2019,INDL,C,D,STD,CBSH,COMMERCE BANCSHARES INC,USD,A,4010,401010,40,40101015,522110,6020
003243,20191231,2019,INDL,C,D,STD,C,CITIGROUP INC,USD,A,4010,401010,40,40101010,522110,6199
003246,20190831,2019,INDL,C,D,STD,CMC,COMMERCIAL METALS,USD,A,1510,151040,15,15104050,331110,3312
003278,20191231,2019,INDL,C,D,STD,CAR,AVIS BUDGET GROUP INC,USD,A,2030,203040,20,20304020,532111,7510
003336,20200331,2019,INDL,C,D,STD,DXC,DXC TECHNOLOGY CO,USD,A,4510,451020,45,45102010,541512,7370
003358,20190731,2019,INDL,C,D,STD,CMTL,COMTECH TELECOMMUN,USD,A,4520,452010,45,45201020,334220,3663
003362,20200531,2019,INDL,C,D,STD,CAG,CONAGRA BRANDS INC,USD,A,3020,302020,30,30202030,31142,2000
003382,20191231,2019,INDL,C,D,STD,SSTK,SHUTTERSTOCK INC,USD,A,2550,255020,25,25502020,519130,7370
003413,20191231,2019,INDL,C,D,STD,ED,CONSOLIDATED EDISON INC,USD,A,5510,551030,55,55103010,22111,4931
003424,20191231,2019,INDL,C,D,STD,BH,BIGLARI HOLDINGS INC,USD,A,2530,253010,25,25301040,722511,5812
003429,20191231,2019,INDL,C,D,STD,CTO,CTO REALTY GROWTH INC,USD,A,6010,601010,60,60101010,5311,6798
003439,20191231,2019,INDL,C,D,STD,CMS,CMS ENERGY CORP,USD,A,5510,551030,55,55103010,22111,4931
003469,20191231,2019,INDL,C,D,STD,CLR,CONTINENTAL RESOURCES INC,USD,A,1010,101020,10,10102020,211120,1311
003502,20191231,2019,INDL,C,D,STD,CTB,COOPER TIRE & RUBBER CO,USD,A,2510,251010,25,25101020,326211,3011
003504,20191031,2019,INDL,C,D,STD,COO,COOPER COS INC (THE),USD,A,3510,351010,35,35101020,339115,3851
003505,20191231,2019,INDL,C,D,STD,TAP,MOLSON COORS BEVERAGE CO,USD,A,3020,302010,30,30201010,312120,2082
003532,20191231,2019,INDL,C,D,STD,GLW,CORNING INC,USD,A,4520,452030,45,45203015,334419,3679
003562,20191231,2019,INDL,C,D,STD,CUZ,COUSINS PROPERTIES INC,USD,A,6010,601010,60,60101040,531120,6798
003570,20190731,2019,INDL,C,D,STD,CBRL,CRACKER BARREL OLD CTRY STOR,USD,A,2530,253010,25,25301040,722511,5812
003580,20191231,2019,INDL,C,D,STD,CR,CRANE CO,USD,A,2010,201060,20,20106020,332912,3490
003592,20191231,2019,INDL,C,D,STD,OMF,ONEMAIN HOLDINGS INC,USD,A,4020,402020,40,40202010,522291,6141
003619,20191231,2019,INDL,C,D,STD,CCK,CROWN HOLDINGS INC,USD,A,1510,151030,15,15103010,332431,3411
003643,20191231,2019,INDL,C,D,STD,CFR,CULLEN/FROST BANKERS INC,USD,A,4010,401010,40,40101015,522110,6020
003650,20191231,2019,INDL,C,D,STD,CMI,CUMMINS INC,USD,A,2010,201060,20,20106010,333618,3510
003662,20191231,2019,INDL,C,D,STD,CW,CURTISS-WRIGHT CORP,USD,A,2010,201010,20,20101010,332912,3728
003708,20191231,2019,INDL,C,D,STD,WEN,WENDY'S CO,USD,A,2530,253010,25,25301040,722511,5812
003734,20191231,2019,INDL,C,D,STD,DAN,DANA INC,USD,A,2510,251010,25,25101010,336390,3714
003735,20191231,2019,INDL,C,D,STD,DHR,DANAHER CORP,USD,A,3510,351010,35,35101010,334516,3826
003813,20200131,2019,INDL,C,D,STD,TGT,TARGET CORP,USD,A,2550,255030,25,25503020,452319,5331
003835,20191031,2019,INDL,C,D,STD,DE,DEERE & CO,USD,A,2010,201060,20,20106015,333111,3523
003851,20191231,2019,INDL,C,D,STD,DAL,DELTA AIR LINES INC,USD,A,2030,203020,20,20302010,481111,4512
003863,20191231,2019,INDL,C,D,STD,DLX,DELUXE CORP,USD,A,2020,202010,20,20201010,3231,2780
003897,20191231,2019,INDL,C,D,STD,DTE,DTE ENERGY CO,USD,A,5510,551030,55,55103010,2211,4931
003905,20190630,2019,INDL,C,D,STD,ATGE,ADTALEM GLOBAL EDUCATION INC,USD,A,2530,253020,25,25302010,611310,8200
003946,20191231,2019,INDL,C,D,STD,DBD,DIEBOLD NIXDORF INC,USD,A,4520,452020,45,45202030,334118,3578
003964,20200131,2019,INDL,C,D,STD,DDS,DILLARDS INC  -CL A,USD,A,2550,255030,25,25503010,452210,5311
003969,20191231,2019,INDL,C,D,STD,DIOD,DIODES INC,USD,A,4530,453010,45,45301020,334413,3674
003980,20190930,2019,INDL,C,D,STD,DIS,DISNEY (WALT) CO,USD,A,5020,502020,50,50202010,515120,4888
004016,20200131,2019,INDL,C,D,STD,DG,DOLLAR GENERAL CORP,USD,A,2550,255030,25,25503020,452319,5331
004029,20191231,2019,INDL,C,D,STD,D,DOMINION ENERGY INC,USD,A,5510,551030,55,55103010,22111,4911
004036,20190731,2019,INDL,C,D,STD,DCI,DONALDSON CO INC,USD,A,2010,201060,20,20106020,336390,3714
004058,20191231,2019,INDL,C,D,STD,DOV,DOVER CORP,USD,A,2010,201060,20,20106020,333415,3585
004060,20191231,2019,INDL,C,D,STD,DD,DUPONT DE NEMOURS INC,USD,A,1510,151010,15,15101050,325199,2860
004066,20191231,2019,INDL,C,D,STD,OMC,OMNICOM GROUP,USD,A,5020,502010,50,50201010,541810,7311
004091,20191231,2019,INDL,C,D,STD,DCO,DUCOMMUN INC,USD,A,2010,201010,20,20101010,336413,3728
004093,20191231,2019,INDL,C,D,STD,DUK,DUKE ENERGY CORP,USD,A,5510,551010,55,55101010,2211,4931
004094,20191231,2019,INDL,C,D,STD,DNB,DUN & BRADSTREET HOLDNGS INC,USD,A,2020,202020,20,20202020,561450,7323
004108,20191231,2019,INDL,C,D,STD,FLS,FLOWSERVE CORP,USD,A,2010,201060,20,20106020,333914,3561
004115,20200131,2019,INDL,C,D,STD,DY,DYCOM INDUSTRIES INC,USD,A,2010,201030,20,20103010,237130,1623
004145,20191231,2019,INDL,C,D,STD,PKI,PERKINELMER INC,USD,A,3520,352030,35,35203010,334516,3826
004186,20191231,2019,INDL,C,D,STD,EML,EASTERN CO,USD,A,2010,201060,20,20106020,332510,3420
004193,20191231,2019,INDL,C,D,STD,EGP,EASTGROUP PROPERTIES,USD,A,6010,601010,60,60101020,531120,6798
004199,20191231,2019,INDL,C,D,STD,ETN,EATON CORP PLC,USD,A,2010,201040,20,20104010,335314,3620
004213,20191231,2019,INDL,C,D,STD,ECL,ECOLAB INC,USD,A,1510,151010,15,15101050,325612,2842
004321,20190930,2019,INDL,C,D,STD,EMR,EMERSON ELECTRIC CO,USD,A,2010,201040,20,20104010,334513,3823
004383,20190930,2019,INDL,C,D,STD,ATO,ATMOS ENERGY CORP,USD,A,5510,551020,55,55102010,221210,4924
004390,20200229,2019,INDL,C,D,STD,EBF,ENNIS INC,USD,A,2020,202010,20,20201010,323111,2761
004418,20190731,2019,INDL,C,D,STD,ENZ,ENZO BIOCHEM INC,USD,A,3510,351020,35,35102015,621511,8071
004423,20191231,2019,INDL,C,D,STD,EFX,EQUIFAX INC,USD,A,2020,202020,20,20202020,561450,7323
004430,20191231,2019,INDL,C,D,STD,EQT,EQT CORP,USD,A,1010,101020,10,10102020,2111,4923
004448,20191231,2019,INDL,C,D,STD,ESCA,ESCALADE INC,USD,A,2520,252020,25,25202010,339920,3949
004462,20191231,2019,INDL,C,D,STD,NEU,NEWMARKET CORP,USD,A,1510,151010,15,15101050,325180,2860
004494,20191231,2019,INDL,C,D,STD,EXPD,EXPEDITORS INTL WASH INC,USD,A,2030,203010,20,20301010,488510,4731
004497,20191231,2019,INDL,C,D,STD,BOOM,DMC GLOBAL INC,USD,A,1010,101010,10,10101020,333132,3533
004498,20190930,2019,INDL,C,D,STD,IIIN,INSTEEL INDUSTRIES,USD,A,2010,201020,20,20102010,332618,3310
004503,20191231,2019,INDL,C,D,STD,XOM,EXXON MOBIL CORP,USD,A,1010,101020,10,10102010,324110,2911
004510,20191231,2019,INDL,C,D,STD,FMC,FMC CORP,USD,A,1510,151010,15,15101030,325320,2870
004517,20191231,2019,INDL,C,D,STD,NEE,NEXTERA ENERGY INC,USD,A,5510,551010,55,55101010,22111,4911
004579,20190630,2019,INDL,C,D,STD,FARM,FARMER BROTHERS CO,USD,A,3020,302020,30,30202030,311920,2090
004598,20200531,2019,INDL,C,D,STD,FDX,FEDEX CORP,USD,A,2030,203010,20,20301010,492110,4513
004605,20191231,2019,INDL,C,D,STD,FRT,FEDERAL REALTY INVESTMENT TR,USD,A,6010,601010,60,60101070,531120,6798
004608,20191231,2019,INDL,C,D,STD,FSS,FEDERAL SIGNAL CORP,USD,A,2010,201060,20,20106010,336120,3711
004611,20200131,2019,INDL,C,D,STD,M,MACY'S INC,USD,A,2550,255030,25,25503010,452210,5311
004622,20191231,2019,INDL,C,D,STD,FOE,FERRO CORP,USD,A,1510,151010,15,15101050,325510,2851
004640,20191231,2019,INDL,C,D,STD,FITB,FIFTH THIRD BANCORP,USD,A,4010,401010,40,40101015,522110,6020
004674,20191231,2019,INDL,C,D,STD,RF,REGIONS FINANCIAL CORP,USD,A,4010,401010,40,40101015,522110,6020
004685,20191231,2019,INDL,C,D,STD,TRMK,TRUSTMARK CORP,USD,A,4010,401010,40,40101015,522110,6020
004690,20191231,2019,INDL,C,D,STD,FCNCA,FIRST CITIZENS BANCSH  -CL A,USD,A,4010,401010,40,40101015,522110,6020
004699,20191231,2019,INDL,C,D,STD,MTB,M & T BANK CORP,USD,A,4010,401010,40,40101015,522110,6020
004723,20191231,2019,INDL,C,D,STD,USB,US BANCORP,USD,A,4010,401010,40,40101010,522110,6020
004737,20191231,2019,INDL,C,D,STD,FHN,FIRST HORIZON CORP,USD,A,4010,401010,40,40101015,522110,6020
004809,20191231,2019,INDL,C,D,STD,FLO,FLOWERS FOODS INC,USD,A,3020,302020,30,30202030,311812,2050
004818,20191231,2019,INDL,C,D,STD,FLR,FLUOR CORP,USD,A,2010,201030,20,20103010,237990,1600
004839,20191231,2019,INDL,C,D,STD,F,FORD MOTOR CO,USD,A,2510,251020,25,25102010,33611,3711
004860,20191231,2019,INDL,C,D,STD,FSTR,FOSTER (LB) CO,USD,A,2010,201060,20,20106020,423510,5051
004881,20191231,2019,INDL,C,D,STD,FELE,FRANKLIN ELECTRIC CO INC,USD,A,2010,201060,20,20106020,335312,3621
004885,20190930,2019,INDL,C,D,STD,BEN,FRANKLIN RESOURCES INC,USD,A,4020,402030,40,40203010,523920,6282
004926,20191130,2019,INDL,C,D,STD,FUL,FULLER (H. B.) CO,USD,A,1510,151010,15,15101050,325520,2891
004941,20191231,2019,INDL,C,D,STD,GATX,GATX CORP,USD,A,2010,201070,20,20107010,532411,4700
004973,20191231,2019,INDL,C,D,STD,AJG,ARTHUR J GALLAGHER & CO,USD,A,4030,403010,40,40301010,524210,6411
004988,20191231,2019,INDL,C,D,STD,TGNA,TEGNA INC,USD,A,5020,502010,50,50201020,515120,4833
004990,20200131,2019,INDL,C,D,STD,GPS,GAP INC,USD,A,2550,255040,25,25504010,448140,5651
005018,20191231,2019,INDL,C,D,STD,AJRD,AEROJET ROCKETDYNE HOLDINGS,USD,A,2010,201010,20,20101010,336415,3760
005046,20191231,2019,INDL,C,D,STD,GD,GENERAL DYNAMICS CORP,USD,A,2010,201010,20,20101010,336411,3721
005047,20191231,2019,INDL,C,D,STD,GE,GENERAL ELECTRIC CO,USD,A,2010,201050,20,20105010,999977,9997
005071,20200531,2019,INDL,C,D,STD,GIS,GENERAL MILLS INC,USD,A,3020,302020,30,30202030,311230,2040
005072,20191231,2019,INDL,C,D,STD,ALLY,ALLY FINANCIAL INC,USD,A,4020,402020,40,40202010,522220,6172
005073,20191231,2019,INDL,C,D,STD,GM,GENERAL MOTORS CO,USD,A,2510,251020,25,25102010,33611,3711
005087,20191231,2019,INDL,C,D,STD,SPXC,SPX CORP,USD,A,2010,201060,20,20106020,333415,3585
005109,20200131,2019,INDL,C,D,STD,GCO,GENESCO INC,USD,A,2550,255040,25,25504010,448210,5661
005116,20191231,2019,INDL,C,D,STD,GNTX,GENTEX CORP,USD,A,2510,251010,25,25101010,336390,3714
005125,20191231,2019,INDL,C,D,STD,GPC,GENUINE PARTS CO,USD,A,2550,255010,25,25501010,423120,5013
005149,20191231,2019,INDL,C,D,STD,GTY,GETTY REALTY CORP,USD,A,6010,601010,60,60101070,531120,6798
005179,20191231,2019,INDL,C,D,STD,GLT,GLATFELTER CORP,USD,A,1510,151050,15,15105020,322121,2621
005234,20191231,2019,INDL,C,D,STD,GT,GOODYEAR TIRE & RUBBER CO,USD,A,2510,251010,25,25101020,326211,3011
005237,20191231,2019,INDL,C,D,STD,GRC,GORMAN-RUPP CO,USD,A,2010,201060,20,20106020,333914,3561
005250,20191231,2019,INDL,C,D,STD,GRA,GRACE (W R) & CO,USD,A,1510,151010,15,15101050,325998,2810
005252,20191231,2019,INDL,C,D,STD,GGG,GRACO INC,USD,A,2010,201060,20,20106020,333914,3561
