gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,fyr,at,revt,sale,cik,costat,ggroup,gind,gsector,gsubind,naics,sic
005568,20191231,2019,INDL,C,D,STD,KHC,500754106,KRAFT HEINZ CO,USD,12,101450.0000,24977.0000,24977.0000,0001637459,A,3020,302020,30,30202030,31142,2030
005568,20201231,2020,INDL,C,D,STD,KHC,500754106,KRAFT HEINZ CO,USD,12,99830.0000,26185.0000,26185.0000,0001637459,A,3020,302020,30,30202030,31142,2030
006008,20101231,2010,INDL,C,D,STD,INTC,458140100,INTEL CORP,USD,12,63186.0000,43623.0000,43623.0000,0000050863,A,4530,453010,45,45301020,334413,3674
006008,20111231,2011,INDL,C,D,STD,INTC,458140100,INTEL CORP,USD,12,71119.0000,53999.0000,53999.0000,0000050863,A,4530,453010,45,45301020,334413,3674
006008,20121231,2012,INDL,C,D,STD,INTC,458140100,INTEL CORP,USD,12,84351.0000,53341.0000,53341.0000,0000050863,A,4530,453010,45,45301020,334413,3674
006008,20131231,2013,INDL,C,D,STD,INTC,458140100,INTEL CORP,USD,12,92358.0000,52708.0000,52708.0000,0000050863,A,4530,453010,45,45301020,334413,3674
006008,20141231,2014,INDL,C,D,STD,INTC,458140100,INTEL CORP,USD,12,91956.0000,55870.0000,55870.0000,0000050863,A,4530,453010,45,45301020,334413,3674
006008,20151231,2015,INDL,C,D,STD,INTC,458140100,INTEL CORP,USD,12,103065.0000,55355.0000,55355.0000,0000050863,A,4530,453010,45,45301020,334413,3674
006008,20161231,2016,INDL,C,D,STD,INTC,458140100,INTEL CORP,USD,12,113327.0000,59387.0000,59387.0000,0000050863,A,4530,453010,45,45301020,334413,3674
006008,20171231,2017,INDL,C,D,STD,INTC,458140100,INTEL CORP,USD,12,123249.0000,62761.0000,62761.0000,0000050863,A,4530,453010,45,45301020,334413,3674
006008,20181231,2018,INDL,C,D,STD,INTC,458140100,INTEL CORP,USD,12,127963.0000,70848.0000,70848.0000,0000050863,A,4530,453010,45,45301020,334413,3674
006008,20191231,2019,INDL,C,D,STD,INTC,458140100,INTEL CORP,USD,12,136524.0000,71965.0000,71965.0000,0000050863,A,4530,453010,45,45301020,334413,3674
006008,20201231,2020,INDL,C,D,STD,INTC,458140100,INTEL CORP,USD,12,153091.0000,77867.0000,77867.0000,0000050863,A,4530,453010,45,45301020,334413,3674
006304,20100630,2010,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,3907.0560,1820.7600,1820.7600,0000319201,A,4530,453010,45,45301010,333314,3827
006304,20110630,2011,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,4675.5210,3175.1670,3175.1670,0000319201,A,4530,453010,45,45301010,333314,3827
006304,20120630,2012,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,5100.3080,3171.9440,3171.9440,0000319201,A,4530,453010,45,45301010,333314,3827
006304,20130630,2013,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,5287.3570,2842.7810,2842.7810,0000319201,A,4530,453010,45,45301010,333314,3827
006304,20140630,2014,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,5538.6640,2929.4080,2929.4080,0000319201,A,4530,453010,45,45301010,333314,3827
006304,20150630,2015,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,4826.0120,2814.0490,2814.0490,0000319201,A,4530,453010,45,45301010,333314,3827
006304,20160630,2016,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,4962.4320,2984.4930,2984.4930,0000319201,A,4530,453010,45,45301010,333314,3827
006304,20170630,2017,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,5532.1730,3480.0140,3480.0140,0000319201,A,4530,453010,45,45301010,333314,3827
006304,20180630,2018,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,5619.3560,4036.7010,4036.7010,0000319201,A,4530,453010,45,45301010,333314,3827
006304,20190630,2019,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,9008.5160,4568.9040,4568.9040,0000319201,A,4530,453010,45,45301010,333314,3827
006304,20200630,2020,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,9279.9600,5806.4240,5806.4240,0000319201,A,4530,453010,45,45301010,333314,3827
006565,20100630,2010,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,2487.3920,2133.7760,2133.7760,0000707549,A,4530,453010,45,45301010,333242,3559
006565,20110630,2011,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,4057.3940,3237.6930,3237.6930,0000707549,A,4530,453010,45,45301010,333242,3559
006565,20120630,2012,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,8004.6520,2665.1920,2665.1920,0000707549,A,4530,453010,45,45301010,333242,3559
006565,20130630,2013,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,7250.3150,3598.9160,3598.9160,0000707549,A,4530,453010,45,45301010,333242,3559
006565,20140630,2014,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,7993.3060,4607.3090,4607.3090,0000707549,A,4530,453010,45,45301010,333242,3559
006565,20150630,2015,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,9364.6480,5259.3120,5259.3120,0000707549,A,4530,453010,45,45301010,333242,3559
006565,20160630,2016,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,12271.5280,5885.8930,5885.8930,0000707549,A,4530,453010,45,45301010,333242,3559
006565,20170630,2017,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,12122.7650,8013.6200,8013.6200,0000707549,A,4530,453010,45,45301010,333242,3559
006565,20180630,2018,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,12479.4780,11076.9980,11076.9980,0000707549,A,4530,453010,45,45301010,333242,3559
006565,20190630,2019,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,12001.3330,9653.5590,9653.5590,0000707549,A,4530,453010,45,45301010,333242,3559
006565,20200630,2020,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,14559.0470,10044.7360,10044.7360,0000707549,A,4530,453010,45,45301010,333242,3559
007343,20100831,2010,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,14693.0000,8482.0000,8482.0000,0000723125,A,4530,453010,45,45301020,334413,3674
007343,20110831,2011,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,14752.0000,8788.0000,8788.0000,0000723125,A,4530,453010,45,45301020,334413,3674
007343,20120831,2012,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,14328.0000,8292.0000,8292.0000,0000723125,A,4530,453010,45,45301020,334413,3674
007343,20130831,2013,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,19118.0000,9073.0000,9073.0000,0000723125,A,4530,453010,45,45301020,334413,3674
007343,20140831,2014,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,22498.0000,16358.0000,16358.0000,0000723125,A,4530,453010,45,45301020,334413,3674
007343,20150831,2015,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,24143.0000,16192.0000,16192.0000,0000723125,A,4530,453010,45,45301020,334413,3674
007343,20160831,2016,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,27540.0000,12399.0000,12399.0000,0000723125,A,4530,453010,45,45301020,334413,3674
007343,20170831,2017,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,35336.0000,20322.0000,20322.0000,0000723125,A,4530,453010,45,45301020,334413,3674
007343,20180831,2018,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,43376.0000,30391.0000,30391.0000,0000723125,A,4530,453010,45,45301020,334413,3674
007343,20190831,2019,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,48887.0000,23406.0000,23406.0000,0000723125,A,4530,453010,45,45301020,334413,3674
007343,20200831,2020,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,53678.0000,21435.0000,21435.0000,0000723125,A,4530,453010,45,45301020,334413,3674
007977,20101231,2010,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,27387.6900,10310.9470,10310.9470,0000072903,A,5510,551010,55,55101010,2211,4931
007977,20111231,2011,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,29497.2670,10654.7700,10654.7700,0000072903,A,5510,551010,55,55101010,2211,4931
007977,20121231,2012,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,31140.6860,10128.2230,10128.2230,0000072903,A,5510,551010,55,55101010,2211,4931
007977,20131231,2013,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,33907.4900,10914.9220,10914.9220,0000072903,A,5510,551010,55,55101010,2211,4931
007977,20141231,2014,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,36957.8840,11686.1350,11686.1350,0000072903,A,5510,551010,55,55101010,2211,4931
007977,20151231,2015,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,39053.5350,11024.4860,11024.4860,0000072903,A,5510,551010,55,55101010,2211,4931
007977,20161231,2016,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,41155.2770,11106.9200,11106.9200,0000072903,A,5510,551010,55,55101010,2211,4931
007977,20171231,2017,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,43030.0000,11404.0000,11404.0000,0000072903,A,5510,551010,55,55101010,2211,4931
007977,20181231,2018,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,45987.0000,11537.0000,11537.0000,0000072903,A,5510,551010,55,55101010,2211,4931
007977,20191231,2019,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,50448.0000,11529.0000,11529.0000,0000072903,A,5510,551010,55,55101010,2211,4931
007977,20201231,2020,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,53957.0000,11526.0000,11526.0000,0000072903,A,5510,551010,55,55101010,2211,4931
008253,20101231,2010,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,14234.1000,10292.9000,10292.9000,0000075362,A,2010,201060,20,20106010,336120,3711
008253,20111231,2011,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,17172.7000,16355.2000,16355.2000,0000075362,A,2010,201060,20,20106010,336120,3711
008253,20121231,2012,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,18627.8000,17050.5000,17050.5000,0000075362,A,2010,201060,20,20106010,336120,3711
008253,20131231,2013,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,20725.5000,17123.8000,17123.8000,0000075362,A,2010,201060,20,20106010,336120,3711
008253,20141231,2014,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,20618.8000,18997.0000,18997.0000,0000075362,A,2010,201060,20,20106010,336120,3711
008253,20151231,2015,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,21109.8000,19115.1000,19115.1000,0000075362,A,2010,201060,20,20106010,336120,3711
008253,20161231,2016,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,20638.9000,17033.3000,17033.3000,0000075362,A,2010,201060,20,20106010,336120,3711
008253,20171231,2017,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,23440.2000,19456.4000,19456.4000,0000075362,A,2010,201060,20,20106010,336120,3711
008253,20181231,2018,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,25482.4000,23495.7000,23495.7000,0000075362,A,2010,201060,20,20106010,336120,3711
008253,20191231,2019,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,28361.1000,25599.7000,25599.7000,0000075362,A,2010,201060,20,20106010,336120,3711
008253,20201231,2020,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,28260.0000,18728.5000,18728.5000,0000075362,A,2010,201060,20,20106010,336120,3711
008402,20110531,2010,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,5393.8000,2084.3000,2084.3000,0000723531,A,4510,451020,45,45102020,541214,8721
008402,20120531,2011,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,6479.6000,2229.8000,2229.8000,0000723531,A,4510,451020,45,45102020,541214,8721
008402,20130531,2012,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,6163.7000,2326.2000,2326.2000,0000723531,A,4510,451020,45,45102020,541214,8721
008402,20140531,2013,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,6370.1000,2518.9000,2518.9000,0000723531,A,4510,451020,45,45102020,541214,8721
008402,20150531,2014,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,6482.5000,2739.6000,2739.6000,0000723531,A,4510,451020,45,45102020,541214,8721
008402,20160531,2015,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,6440.8000,2951.9000,2951.9000,0000723531,A,4510,451020,45,45102020,541214,8721
008402,20170531,2016,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,6833.7000,3151.3000,3151.3000,0000723531,A,4510,451020,45,45102020,541214,8721
008402,20180531,2017,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,7463.7000,3380.9000,3380.9000,0000723531,A,4510,451020,45,45102020,541214,8721
008402,20190531,2018,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,8676.0000,3772.5000,3772.5000,0000723531,A,4510,451020,45,45102020,541214,8721
008402,20200531,2019,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,8550.7000,4040.5000,4040.5000,0000723531,A,4510,451020,45,45102020,541214,8721
008479,20101231,2010,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,68153.0000,57838.0000,57838.0000,0000077476,A,3020,302010,30,30201030,31211,2080
008479,20111231,2011,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,72882.0000,66504.0000,66504.0000,0000077476,A,3020,302010,30,30201030,31211,2080
008479,20121231,2012,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,74638.0000,65492.0000,65492.0000,0000077476,A,3020,302010,30,30201030,31211,2080
008479,20131231,2013,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,77478.0000,66415.0000,66415.0000,0000077476,A,3020,302010,30,30201030,31211,2080
008479,20141231,2014,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,70509.0000,66683.0000,66683.0000,0000077476,A,3020,302010,30,30201030,31211,2080
008479,20151231,2015,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,69667.0000,63056.0000,63056.0000,0000077476,A,3020,302010,30,30201030,31211,2080
008479,20161231,2016,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,74129.0000,62799.0000,62799.0000,0000077476,A,3020,302010,30,30201030,31211,2080
008479,20171231,2017,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,79804.0000,63525.0000,63525.0000,0000077476,A,3020,302010,30,30201030,31211,2080
008479,20181231,2018,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,77648.0000,64661.0000,64661.0000,0000077476,A,3020,302010,30,30201030,31211,2080
008479,20191231,2019,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,78547.0000,67161.0000,67161.0000,0000077476,A,3020,302010,30,30201030,31211,2080
008479,20201231,2020,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,92918.0000,70372.0000,70372.0000,0000077476,A,3020,302010,30,30201030,31211,2080
008539,20101231,2010,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,52240.0000,18644.0000,18644.0000,0001109357,A,5510,551010,55,55101010,22111,4911
008539,20111231,2011,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,55092.0000,18924.0000,18924.0000,0001109357,A,5510,551010,55,55101010,22111,4911
008539,20121231,2012,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,78554.0000,23489.0000,23489.0000,0001109357,A,5510,551010,55,55101010,22111,4911
008539,20131231,2013,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,79924.0000,24888.0000,24888.0000,0001109357,A,5510,551010,55,55101010,22111,4911
008539,20141231,2014,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,86814.0000,27429.0000,27429.0000,0001109357,A,5510,551010,55,55101010,22111,4911
008539,20151231,2015,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,95384.0000,29447.0000,29447.0000,0001109357,A,5510,551010,55,55101010,22111,4911
008539,20161231,2016,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,114904.0000,31360.0000,31360.0000,0001109357,A,5510,551010,55,55101010,22111,4911
008539,20171231,2017,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,116700.0000,33531.0000,33531.0000,0001109357,A,5510,551010,55,55101010,22111,4911
008539,20181231,2018,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,119666.0000,35985.0000,35985.0000,0001109357,A,5510,551010,55,55101010,22111,4911
008539,20191231,2019,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,124977.0000,34438.0000,34438.0000,0001109357,A,5510,551010,55,55101010,22111,4911
008539,20201231,2020,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,129317.0000,33039.0000,33039.0000,0001109357,A,5510,551010,55,55101010,22111,4911
009248,20110131,2010,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,3116.2040,7866.1000,7866.1000,0000745732,A,2550,255040,25,25504010,448140,5651
009248,20120131,2011,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,3301.2090,8608.2910,8608.2910,0000745732,A,2550,255040,25,25504010,448140,5651
009248,20130131,2012,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,3670.5610,9721.0650,9721.0650,0000745732,A,2550,255040,25,25504010,448140,5651
009248,20140131,2013,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,3896.7970,10230.3530,10230.3530,0000745732,A,2550,255040,25,25504010,448140,5651
009248,20150131,2014,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,4703.1340,11041.6770,11041.6770,0000745732,A,2550,255040,25,25504010,448140,5651
009248,20160131,2015,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,4869.1190,11939.9990,11939.9990,0000745732,A,2550,255040,25,25504010,448140,5651
009248,20170131,2016,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,5309.3510,12866.7570,12866.7570,0000745732,A,2550,255040,25,25504010,448140,5651
009248,20180131,2017,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,5722.0510,14134.7320,14134.7320,0000745732,A,2550,255040,25,25504010,448140,5651
009248,20190131,2018,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,6073.6910,14983.5410,14983.5410,0000745732,A,2550,255040,25,25504010,448140,5651
009248,20200131,2019,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,9348.3670,16039.0730,16039.0730,0000745732,A,2550,255040,25,25504010,448140,5651
009248,20210131,2020,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,12717.8670,12531.5650,12531.5650,0000745732,A,2550,255040,25,25504010,448140,5651
010499,20101231,2010,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,13401.0000,13966.0000,13966.0000,0000097476,A,4530,453010,45,45301020,334413,3674
010499,20111231,2011,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,20497.0000,13697.0000,13697.0000,0000097476,A,4530,453010,45,45301020,334413,3674
010499,20121231,2012,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,20021.0000,12690.0000,12690.0000,0000097476,A,4530,453010,45,45301020,334413,3674
010499,20131231,2013,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,18938.0000,12205.0000,12205.0000,0000097476,A,4530,453010,45,45301020,334413,3674
010499,20141231,2014,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,17722.0000,13045.0000,13045.0000,0000097476,A,4530,453010,45,45301020,334413,3674
010499,20151231,2015,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,16230.0000,13000.0000,13000.0000,0000097476,A,4530,453010,45,45301020,334413,3674
010499,20161231,2016,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,16431.0000,13370.0000,13370.0000,0000097476,A,4530,453010,45,45301020,334413,3674
010499,20171231,2017,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,17642.0000,14961.0000,14961.0000,0000097476,A,4530,453010,45,45301020,334413,3674
010499,20181231,2018,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,17137.0000,15784.0000,15784.0000,0000097476,A,4530,453010,45,45301020,334413,3674
010499,20191231,2019,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,18018.0000,14383.0000,14383.0000,0000097476,A,4530,453010,45,45301020,334413,3674
010499,20201231,2020,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,19351.0000,14461.0000,14461.0000,0000097476,A,4530,453010,45,45301020,334413,3674
011264,20100831,2010,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,26275.0000,67420.0000,67420.0000,0001618921,A,3010,301010,30,30101010,446110,5912
011264,20110831,2011,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,27454.0000,72184.0000,72184.0000,0001618921,A,3010,301010,30,30101010,446110,5912
011264,20120831,2012,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,33462.0000,71633.0000,71633.0000,0001618921,A,3010,301010,30,30101010,446110,5912
011264,20130831,2013,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,35481.0000,72217.0000,72217.0000,0001618921,A,3010,301010,30,30101010,446110,5912
011264,20140831,2014,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,37182.0000,76392.0000,76392.0000,0001618921,A,3010,301010,30,30101010,446110,5912
011264,20150831,2015,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,68782.0000,103444.0000,103444.0000,0001618921,A,3010,301010,30,30101010,446110,5912
011264,20160831,2016,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,72688.0000,117351.0000,117351.0000,0001618921,A,3010,301010,30,30101010,446110,5912
011264,20170831,2017,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,66009.0000,118214.0000,118214.0000,0001618921,A,3010,301010,30,30101010,446110,5912
011264,20180831,2018,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,68124.0000,131537.0000,131537.0000,0001618921,A,3010,301010,30,30101010,446110,5912
011264,20190831,2019,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,67598.0000,136866.0000,136866.0000,0001618921,A,3010,301010,30,30101010,446110,5912
011264,20200831,2020,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,87174.0000,139537.0000,139537.0000,0001618921,A,3010,301010,30,30101010,446110,5912
012141,20100630,2010,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,86113.0000,62484.0000,62484.0000,0000789019,A,4510,451030,45,45103020,511210,7372
012141,20110630,2011,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,108704.0000,69943.0000,69943.0000,0000789019,A,4510,451030,45,45103020,511210,7372
012141,20120630,2012,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,121271.0000,73723.0000,73723.0000,0000789019,A,4510,451030,45,45103020,511210,7372
012141,20130630,2013,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,142431.0000,77849.0000,77849.0000,0000789019,A,4510,451030,45,45103020,511210,7372
012141,20140630,2014,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,172384.0000,86451.0000,86451.0000,0000789019,A,4510,451030,45,45103020,511210,7372
012141,20150630,2015,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,176223.0000,93580.0000,93580.0000,0000789019,A,4510,451030,45,45103020,511210,7372
012141,20160630,2016,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,193694.0000,85320.0000,85320.0000,0000789019,A,4510,451030,45,45103020,511210,7372
012141,20170630,2017,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,241086.0000,89950.0000,89950.0000,0000789019,A,4510,451030,45,45103020,511210,7372
012141,20180630,2018,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,258848.0000,110360.0000,110360.0000,0000789019,A,4510,451030,45,45103020,511210,7372
012141,20190630,2019,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,286556.0000,125843.0000,125843.0000,0000789019,A,4510,451030,45,45103020,511210,7372
012141,20200630,2020,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,301311.0000,143015.0000,143015.0000,0000789019,A,4510,451030,45,45103020,511210,7372
012540,20101130,2010,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,8141.1480,3800.0000,3800.0000,0000796343,A,4510,451030,45,45103010,518210,7370
012540,20111130,2011,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,8991.1830,4216.2580,4216.2580,0000796343,A,4510,451030,45,45103010,518210,7370
012540,20121130,2012,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,9974.5230,4403.6770,4403.6770,0000796343,A,4510,451030,45,45103010,518210,7370
012540,20131130,2013,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,10380.2980,4055.2400,4055.2400,0000796343,A,4510,451030,45,45103010,518210,7370
012540,20141130,2014,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,10785.8290,4147.0650,4147.0650,0000796343,A,4510,451030,45,45103010,518210,7370
012540,20151130,2015,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,11726.4720,4795.5110,4795.5110,0000796343,A,4510,451030,45,45103010,518210,7370
012540,20161130,2016,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,12707.1140,5854.4300,5854.4300,0000796343,A,4510,451030,45,45103010,518210,7370
012540,20171130,2017,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,14535.5560,7301.5050,7301.5050,0000796343,A,4510,451030,45,45103010,518210,7370
012540,20181130,2018,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,18768.6820,9030.0080,9030.0080,0000796343,A,4510,451030,45,45103010,518210,7370
012540,20191130,2019,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,20762.4000,11171.2970,11171.2970,0000796343,A,4510,451030,45,45103010,518210,7370
012540,20201130,2020,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,24284.0000,12868.0000,12868.0000,0000796343,A,4510,451030,45,45103010,518210,7370
012635,20101231,2010,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,8281.0000,4133.0000,4133.0000,0000798354,A,4510,451020,45,45102020,518210,7374
